symbol,exchange,symbol_on_exchange,base_asset,quote_asset,expire_at,has_buy_sell_data,is_perpetual,margined,oi_lq_vol_denominated_in,has_long_short_ratio_data,has_ohlcv_data
CKBUSDT.6,6,CKBUSDT,CKB,USDT,,True,True,STABLE,BASE_ASSET,True,True
API3USDT.6,6,API3USDT,API3,USDT,,True,True,STABLE,BASE_ASSET,True,True
JASMYUSDT.6,6,JASMYUSDT,JASMY,USDT,,True,True,STABLE,BASE_ASSET,True,True
WAXPUSDT_PERP.A,A,WAXPUSDT,WAXP,USDT,,True,True,STABLE,BASE_ASSET,True,True
REEFUSDT.6,6,REEFUSDT,REEF,USDT,,True,True,STABLE,BASE_ASSET,True,True
LOOMUSDT_PERP.A,A,LOOMUSDT,LOOM,USDT,,True,True,STABLE,BASE_ASSET,True,True
MKRUSDT.6,6,MKRUSDT,MKR,USDT,,True,True,STABLE,BASE_ASSET,True,True
CROUSDT.6,6,CROUSDT,CRO,USDT,,True,True,STABLE,BASE_ASSET,True,True
EGLDUSDT.6,6,EGLDUSDT,EGLD,USDT,,True,True,STABLE,BASE_ASSET,True,True
YGGUSDT.6,6,YGGUSDT,YGG,USDT,,True,True,STABLE,BASE_ASSET,True,True
MANAUSDT.6,6,MANAUSDT,MANA,USDT,,True,True,STABLE,BASE_ASSET,True,True
RDNTUSDT_PERP.A,A,RDNTUSDT,RDNT,USDT,,True,True,STABLE,BASE_ASSET,True,True
NTRNUSDT_PERP.A,A,NTRNUSDT,NTRN,USDT,,True,True,STABLE,BASE_ASSET,True,True
NULSUSDT_PERP.A,A,NULSUSDT,NULS,USDT,,True,True,STABLE,BASE_ASSET,True,True
LUNA2USDT_PERP.A,A,LUNA2USDT,LUNA2,USDT,,True,True,STABLE,BASE_ASSET,True,True
HFTUSDT_PERP.A,A,HFTUSDT,HFT,USDT,,True,True,STABLE,BASE_ASSET,True,True
AMBUSDT_PERP.A,A,AMBUSDT,AMB,USDT,,True,True,STABLE,BASE_ASSET,True,True
LEVERUSDT_PERP.A,A,LEVERUSDT,LEVER,USDT,,True,True,STABLE,BASE_ASSET,True,True
TLMUSDT_PERP.A,A,TLMUSDT,TLM,USDT,,True,True,STABLE,BASE_ASSET,True,True
VIDTUSDT.6,6,VIDTUSDT,VIDT,USDT,,True,True,STABLE,BASE_ASSET,True,True
SXPUSDT.6,6,SXPUSDT,SXP,USDT,,True,True,STABLE,BASE_ASSET,True,True
HOOKUSDT_PERP.A,A,HOOKUSDT,HOOK,USDT,,True,True,STABLE,BASE_ASSET,True,True
CELOUSDT.6,6,CELOUSDT,CELO,USDT,,True,True,STABLE,BASE_ASSET,True,True
WAVESUSDT.6,6,WAVESUSDT,WAVES,USDT,,True,True,STABLE,BASE_ASSET,True,True
QNTUSDT_PERP.A,A,QNTUSDT,QNT,USDT,,True,True,STABLE,BASE_ASSET,True,True
MEWUSDT_PERP.A,A,MEWUSDT,MEW,USDT,,True,True,STABLE,BASE_ASSET,True,True
SUNDOGUSDT.6,6,SUNDOGUSDT,SUNDOG,USDT,,True,True,STABLE,BASE_ASSET,True,True
ACHUSDT.6,6,ACHUSDT,ACH,USDT,,True,True,STABLE,BASE_ASSET,True,True
BALUSDT.6,6,BALUSDT,BAL,USDT,,True,True,STABLE,BASE_ASSET,True,True
MANTAUSDT.6,6,MANTAUSDT,MANTA,USDT,,True,True,STABLE,BASE_ASSET,True,True
DOGSUSDT_PERP.A,A,DOGSUSDT,DOGS,USDT,,True,True,STABLE,BASE_ASSET,True,True
GMXUSDT.6,6,GMXUSDT,GMX,USDT,,True,True,STABLE,BASE_ASSET,True,True
RVNUSDT.6,6,RVNUSDT,RVN,USDT,,True,True,STABLE,BASE_ASSET,True,True
HOTUSDT.6,6,HOTUSDT,HOT,USDT,,True,True,STABLE,BASE_ASSET,True,True
ZCXUSDT.6,6,ZCXUSDT,ZCX,USDT,,True,True,STABLE,BASE_ASSET,True,True
IOTAUSDT.6,6,IOTAUSDT,IOTA,USDT,,True,True,STABLE,BASE_ASSET,True,True
PEOPLEUSDT.6,6,PEOPLEUSDT,PEOPLE,USDT,,True,True,STABLE,BASE_ASSET,True,True
DODOUSDT.6,6,DODOUSDT,DODO,USDT,,True,True,STABLE,BASE_ASSET,True,True
STMXUSDT.6,6,STMXUSDT,STMX,USDT,,True,True,STABLE,BASE_ASSET,True,True
KDAUSDT_PERP.A,A,KDAUSDT,KDA,USDT,,True,True,STABLE,BASE_ASSET,True,True
DOGSUSDT.6,6,DOGSUSDT,DOGS,USDT,,True,True,STABLE,BASE_ASSET,True,True
DGBUSDT.6,6,DGBUSDT,DGB,USDT,,True,True,STABLE,BASE_ASSET,True,True
AGLDUSDT.6,6,AGLDUSDT,AGLD,USDT,,True,True,STABLE,BASE_ASSET,True,True
ZRXUSDT.6,6,ZRXUSDT,ZRX,USDT,,True,True,STABLE,BASE_ASSET,True,True
MANTAUSDT_PERP.A,A,MANTAUSDT,MANTA,USDT,,True,True,STABLE,BASE_ASSET,True,True
LOOKSUSDT.6,6,LOOKSUSDT,LOOKS,USDT,,True,True,STABLE,BASE_ASSET,True,True
API3USDT_PERP.A,A,API3USDT,API3,USDT,,True,True,STABLE,BASE_ASSET,True,True
NULSUSDT.6,6,NULSUSDT,NULS,USDT,,True,True,STABLE,BASE_ASSET,True,True
STGUSDT_PERP.A,A,STGUSDT,STG,USDT,,True,True,STABLE,BASE_ASSET,True,True
ALEOUSDT.6,6,ALEOUSDT,ALEO,USDT,,True,True,STABLE,BASE_ASSET,True,True
HNTUSDT.6,6,HNTUSDT,HNT,USDT,,True,True,STABLE,BASE_ASSET,True,True
ORDERUSDT.6,6,ORDERUSDT,ORDER,USDT,,True,True,STABLE,BASE_ASSET,True,True
MBOXUSDT_PERP.A,A,MBOXUSDT,MBOX,USDT,,True,True,STABLE,BASE_ASSET,True,True
MBLUSDT.6,6,MBLUSDT,MBL,USDT,,True,True,STABLE,BASE_ASSET,True,True
FIDAUSDT_PERP.A,A,FIDAUSDT,FIDA,USDT,,True,True,STABLE,BASE_ASSET,True,True
LUNA2USDT.6,6,LUNA2USDT,LUNA2,USDT,,True,True,STABLE,BASE_ASSET,True,True
LDOUSDT.6,6,LDOUSDT,LDO,USDT,,True,True,STABLE,BASE_ASSET,True,True
BBUSDT_PERP.A,A,BBUSDT,BB,USDT,,True,True,STABLE,BASE_ASSET,True,True
CTCUSDT.6,6,CTCUSDT,CTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
INJUSDT_PERP.A,A,INJUSDT,INJ,USDT,,True,True,STABLE,BASE_ASSET,True,True
WIFUSDT_PERP.A,A,WIFUSDT,WIF,USDT,,True,True,STABLE,BASE_ASSET,True,True
NEIROETHUSDT_PERP.A,A,NEIROETHUSDT,NEIROETH,USDT,,True,True,STABLE,BASE_ASSET,True,True
FIREUSDT.6,6,FIREUSDT,FIRE,USDT,,True,True,STABLE,BASE_ASSET,True,True
COSUSDT.6,6,COSUSDT,COS,USDT,,True,True,STABLE,BASE_ASSET,True,True
INJUSDT.6,6,INJUSDT,INJ,USDT,,True,True,STABLE,BASE_ASSET,True,True
ATHUSDT.6,6,ATHUSDT,ATH,USDT,,True,True,STABLE,BASE_ASSET,True,True
UNFIUSDT.6,6,UNFIUSDT,UNFI,USDT,,True,True,STABLE,BASE_ASSET,True,True
BNXUSDT.6,6,BNXUSDT,BNX,USDT,,True,True,STABLE,BASE_ASSET,True,True
RPLUSDT.6,6,RPLUSDT,RPL,USDT,,True,True,STABLE,BASE_ASSET,True,True
SSVUSDT.6,6,SSVUSDT,SSV,USDT,,True,True,STABLE,BASE_ASSET,True,True
TRUUSDT.6,6,TRUUSDT,TRU,USDT,,True,True,STABLE,BASE_ASSET,True,True
TUSDT.6,6,TUSDT,T,USDT,,True,True,STABLE,BASE_ASSET,True,True
APTUSDT_PERP.A,A,APTUSDT,APT,USDT,,True,True,STABLE,BASE_ASSET,True,True
IDUSDT.6,6,IDUSDT,ID,USDT,,True,True,STABLE,BASE_ASSET,True,True
AIOZUSDT.6,6,AIOZUSDT,AIOZ,USDT,,True,True,STABLE,BASE_ASSET,True,True
UMAUSDT_PERP.A,A,UMAUSDT,UMA,USDT,,True,True,STABLE,BASE_ASSET,True,True
APTUSDT.6,6,APTUSDT,APT,USDT,,True,True,STABLE,BASE_ASSET,True,True
10000LADYSUSDT.6,6,10000LADYSUSDT,10000LADYS,USDT,,True,True,STABLE,BASE_ASSET,True,True
ETHWUSDT.6,6,ETHWUSDT,ETHW,USDT,,True,True,STABLE,BASE_ASSET,True,True
AEVOUSDT_PERP.A,A,AEVOUSDT,AEVO,USDT,,True,True,STABLE,BASE_ASSET,True,True
DARUSDT_PERP.A,A,DARUSDT,DAR,USDT,,True,True,STABLE,BASE_ASSET,True,True
ICPUSDT_PERP.A,A,ICPUSDT,ICP,USDT,,True,True,STABLE,BASE_ASSET,True,True
AKROUSDT.6,6,AKROUSDT,AKRO,USDT,,True,True,STABLE,BASE_ASSET,True,True
TRBUSDT.6,6,TRBUSDT,TRB,USDT,,True,True,STABLE,BASE_ASSET,True,True
FITFIUSDT.6,6,FITFIUSDT,FITFI,USDT,,True,True,STABLE,BASE_ASSET,True,True
OPUSDT.6,6,OPUSDT,OP,USDT,,True,True,STABLE,BASE_ASSET,True,True
CEEKUSDT.6,6,CEEKUSDT,CEEK,USDT,,True,True,STABLE,BASE_ASSET,True,True
PROMUSDT.6,6,PROMUSDT,PROM,USDT,,True,True,STABLE,BASE_ASSET,True,True
PERPUSDT.6,6,PERPUSDT,PERP,USDT,,True,True,STABLE,BASE_ASSET,True,True
BRETTUSDT.6,6,BRETTUSDT,BRETT,USDT,,True,True,STABLE,BASE_ASSET,True,True
10000SATSUSDT.6,6,10000SATSUSDT,10000SATS,USDT,,True,True,STABLE,BASE_ASSET,True,True
LAIUSDT.6,6,LAIUSDT,LAI,USDT,,True,True,STABLE,BASE_ASSET,True,True
AERGOUSDT.6,6,AERGOUSDT,AERGO,USDT,,True,True,STABLE,BASE_ASSET,True,True
KASUSDT_PERP.A,A,KASUSDT,KAS,USDT,,True,True,STABLE,BASE_ASSET,True,True
XVSUSDT.6,6,XVSUSDT,XVS,USDT,,True,True,STABLE,BASE_ASSET,True,True
10000WENUSDT.6,6,10000WENUSDT,10000WEN,USDT,,True,True,STABLE,BASE_ASSET,True,True
VANRYUSDT_PERP.A,A,VANRYUSDT,VANRY,USDT,,True,True,STABLE,BASE_ASSET,True,True
MEMEUSDT_PERP.A,A,MEMEUSDT,MEME,USDT,,True,True,STABLE,BASE_ASSET,True,True
RAYDIUMUSDT.6,6,RAYDIUMUSDT,RAYDIUM,USDT,,True,True,STABLE,BASE_ASSET,True,True
DYMUSDT.6,6,DYMUSDT,DYM,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000CATUSDT.6,6,1000CATUSDT,1000CAT,USDT,,True,True,STABLE,BASE_ASSET,True,True
POLUSDT_PERP.A,A,POLUSDT,POL,USDT,,True,True,STABLE,BASE_ASSET,True,True
HIFIUSDT_PERP.A,A,HIFIUSDT,HIFI,USDT,,True,True,STABLE,BASE_ASSET,True,True
UXLINKUSDT_PERP.A,A,UXLINKUSDT,UXLINK,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000TURBOUSDT.6,6,1000TURBOUSDT,1000TURBO,USDT,,True,True,STABLE,BASE_ASSET,True,True
BICOUSDT_PERP.A,A,BICOUSDT,BICO,USDT,,True,True,STABLE,BASE_ASSET,True,True
DYMUSDT_PERP.A,A,DYMUSDT,DYM,USDT,,True,True,STABLE,BASE_ASSET,True,True
AVAXUSDC_PERP.A,A,AVAXUSDC,AVAX,USDC,,True,True,STABLE,BASE_ASSET,True,True
BNBUSDC_PERP.A,A,BNBUSDC,BNB,USDC,,True,True,STABLE,BASE_ASSET,True,True
TIAUSDT.6,6,TIAUSDT,TIA,USDT,,True,True,STABLE,BASE_ASSET,True,True
CAKEUSDT.6,6,CAKEUSDT,CAKE,USDT,,True,True,STABLE,BASE_ASSET,True,True
POLYXUSDT.6,6,POLYXUSDT,POLYX,USDT,,True,True,STABLE,BASE_ASSET,True,True
POWRUSDT.6,6,POWRUSDT,POWR,USDT,,True,True,STABLE,BASE_ASSET,True,True
ETHUSDC_PERP.A,A,ETHUSDC,ETH,USDC,,True,True,STABLE,BASE_ASSET,True,True
BIGTIMEUSDT.6,6,BIGTIMEUSDT,BIGTIME,USDT,,True,True,STABLE,BASE_ASSET,True,True
DOGUSDT.6,6,DOGUSDT,DOG,USDT,,True,True,STABLE,BASE_ASSET,True,True
SOLUSDC_PERP.A,A,SOLUSDC,SOL,USDC,,True,True,STABLE,BASE_ASSET,True,True
MEMEUSDT.6,6,MEMEUSDT,MEME,USDT,,True,True,STABLE,BASE_ASSET,True,True
TWTUSDT_PERP.A,A,TWTUSDT,TWT,USDT,,True,True,STABLE,BASE_ASSET,True,True
XRPUSDC_PERP.A,A,XRPUSDC,XRP,USDC,,True,True,STABLE,BASE_ASSET,True,True
TOKENUSDT_PERP.A,A,TOKENUSDT,TOKEN,USDT,,True,True,STABLE,BASE_ASSET,True,True
BSVUSDT_PERP.A,A,BSVUSDT,BSV,USDT,,True,True,STABLE,BASE_ASSET,True,True
POLYXUSDT_PERP.A,A,POLYXUSDT,POLYX,USDT,,True,True,STABLE,BASE_ASSET,True,True
GASUSDT_PERP.A,A,GASUSDT,GAS,USDT,,True,True,STABLE,BASE_ASSET,True,True
TIAUSDT_PERP.A,A,TIAUSDT,TIA,USDT,,True,True,STABLE,BASE_ASSET,True,True
ARBUSDC_PERP.A,A,ARBUSDC,ARB,USDC,,True,True,STABLE,BASE_ASSET,True,True
JUPUSDT.6,6,JUPUSDT,JUP,USDT,,True,True,STABLE,BASE_ASSET,True,True
MYRIAUSDT.6,6,MYRIAUSDT,MYRIA,USDT,,True,True,STABLE,BASE_ASSET,True,True
AUCTIONUSDT_PERP.A,A,AUCTIONUSDT,AUCTION,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000RATSUSDT_PERP.A,A,1000RATSUSDT,1000RATS,USDT,,True,True,STABLE,BASE_ASSET,True,True
TOKENUSDT.6,6,TOKENUSDT,TOKEN,USDT,,True,True,STABLE,BASE_ASSET,True,True
PORTALUSDT_PERP.A,A,PORTALUSDT,PORTAL,USDT,,True,True,STABLE,BASE_ASSET,True,True
ORBSUSDT.6,6,ORBSUSDT,ORBS,USDT,,True,True,STABLE,BASE_ASSET,True,True
STEEMUSDT.6,6,STEEMUSDT,STEEM,USDT,,True,True,STABLE,BASE_ASSET,True,True
ORDIUSDT_PERP.A,A,ORDIUSDT,ORDI,USDT,,True,True,STABLE,BASE_ASSET,True,True
STEEMUSDT_PERP.A,A,STEEMUSDT,STEEM,USDT,,True,True,STABLE,BASE_ASSET,True,True
AIUSDT_PERP.A,A,AIUSDT,AI,USDT,,True,True,STABLE,BASE_ASSET,True,True
CATIUSDT.6,6,CATIUSDT,CATI,USDT,,True,True,STABLE,BASE_ASSET,True,True
BADGERUSDT_PERP.A,A,BADGERUSDT,BADGER,USDT,,True,True,STABLE,BASE_ASSET,True,True
AGIUSDT.6,6,AGIUSDT,AGI,USDT,,True,True,STABLE,BASE_ASSET,True,True
ACEUSDT.6,6,ACEUSDT,ACE,USDT,,True,True,STABLE,BASE_ASSET,True,True
ACEUSDT_PERP.A,A,ACEUSDT,ACE,USDT,,True,True,STABLE,BASE_ASSET,True,True
CATIUSDT_PERP.A,A,CATIUSDT,CATI,USDT,,True,True,STABLE,BASE_ASSET,True,True
FIOUSDT_PERP.A,A,FIOUSDT,FIO,USDT,,True,True,STABLE,BASE_ASSET,True,True
JUPUSDT_PERP.A,A,JUPUSDT,JUP,USDT,,True,True,STABLE,BASE_ASSET,True,True
ALTUSDT.6,6,ALTUSDT,ALT,USDT,,True,True,STABLE,BASE_ASSET,True,True
ALTUSDT_PERP.A,A,ALTUSDT,ALT,USDT,,True,True,STABLE,BASE_ASSET,True,True
XAIUSDT_PERP.A,A,XAIUSDT,XAI,USDT,,True,True,STABLE,BASE_ASSET,True,True
NEOUSDC_PERP.A,A,NEOUSDC,NEO,USDC,,True,True,STABLE,BASE_ASSET,True,True
XAIUSDT.6,6,XAIUSDT,XAI,USDT,,True,True,STABLE,BASE_ASSET,True,True
ILVUSDT_PERP.A,A,ILVUSDT,ILV,USDT,,True,True,STABLE,BASE_ASSET,True,True
LSKUSDT_PERP.A,A,LSKUSDT,LSK,USDT,,True,True,STABLE,BASE_ASSET,True,True
WIFUSDT.6,6,WIFUSDT,WIF,USDT,,True,True,STABLE,BASE_ASSET,True,True
MAVIAUSDT.6,6,MAVIAUSDT,MAVIA,USDT,,True,True,STABLE,BASE_ASSET,True,True
SUIUSDC_PERP.A,A,SUIUSDC,SUI,USDC,,True,True,STABLE,BASE_ASSET,True,True
PORTALUSDT.6,6,PORTALUSDT,PORTAL,USDT,,True,True,STABLE,BASE_ASSET,True,True
FILUSDC_PERP.A,A,FILUSDC,FIL,USDC,,True,True,STABLE,BASE_ASSET,True,True
ZETAUSDT.6,6,ZETAUSDT,ZETA,USDT,,True,True,STABLE,BASE_ASSET,True,True
SUPERUSDT_PERP.A,A,SUPERUSDT,SUPER,USDT,,True,True,STABLE,BASE_ASSET,True,True
PYTHUSDT.6,6,PYTHUSDT,PYTH,USDT,,True,True,STABLE,BASE_ASSET,True,True
RAREUSDT.6,6,RAREUSDT,RARE,USDT,,True,True,STABLE,BASE_ASSET,True,True
USTCUSDT.6,6,USTCUSDT,USTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
MBOXUSDT.6,6,MBOXUSDT,MBOX,USDT,,True,True,STABLE,BASE_ASSET,True,True
MYROUSDT.6,6,MYROUSDT,MYRO,USDT,,True,True,STABLE,BASE_ASSET,True,True
USTCUSDT_PERP.A,A,USTCUSDT,USTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
ONGUSDT_PERP.A,A,ONGUSDT,ONG,USDT,,True,True,STABLE,BASE_ASSET,True,True
LISTAUSDT.6,6,LISTAUSDT,LISTA,USDT,,True,True,STABLE,BASE_ASSET,True,True
JTOUSDT_PERP.A,A,JTOUSDT,JTO,USDT,,True,True,STABLE,BASE_ASSET,True,True
WLDUSDC_PERP.A,A,WLDUSDC,WLD,USDC,,True,True,STABLE,BASE_ASSET,True,True
ONDOUSDT_PERP.A,A,ONDOUSDT,ONDO,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000SHIBUSDC_PERP.A,A,1000SHIBUSDC,1000SHIB,USDC,,True,True,STABLE,BASE_ASSET,True,True
OMUSDT_PERP.A,A,OMUSDT,OM,USDT,,True,True,STABLE,BASE_ASSET,True,True
LINKUSDC_PERP.A,A,LINKUSDC,LINK,USDC,,True,True,STABLE,BASE_ASSET,True,True
VTHOUSDT.6,6,VTHOUSDT,VTHO,USDT,,True,True,STABLE,BASE_ASSET,True,True
ZETAUSDT_PERP.A,A,ZETAUSDT,ZETA,USDT,,True,True,STABLE,BASE_ASSET,True,True
PIXELUSDT_PERP.A,A,PIXELUSDT,PIXEL,USDT,,True,True,STABLE,BASE_ASSET,True,True
RONUSDT.6,6,RONUSDT,RON,USDT,,True,True,STABLE,BASE_ASSET,True,True
STRKUSDT.6,6,STRKUSDT,STRK,USDT,,True,True,STABLE,BASE_ASSET,True,True
PIXELUSDT.6,6,PIXELUSDT,PIXEL,USDT,,True,True,STABLE,BASE_ASSET,True,True
GODSUSDT.6,6,GODSUSDT,GODS,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000RATSUSDT.6,6,1000RATSUSDT,1000RATS,USDT,,True,True,STABLE,BASE_ASSET,True,True
STRKUSDT_PERP.A,A,STRKUSDT,STRK,USDT,,True,True,STABLE,BASE_ASSET,True,True
MAVIAUSDT_PERP.A,A,MAVIAUSDT,MAVIA,USDT,,True,True,STABLE,BASE_ASSET,True,True
BEAMXUSDT_PERP.A,A,BEAMXUSDT,BEAM,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000BONKUSDT_PERP.A,A,1000BONKUSDT,1000BONK,USDT,,True,True,STABLE,BASE_ASSET,True,True
PYTHUSDT_PERP.A,A,PYTHUSDT,PYTH,USDT,,True,True,STABLE,BASE_ASSET,True,True
ORDIUSDC_PERP.A,A,ORDIUSDC,ORDI,USDC,,True,True,STABLE,BASE_ASSET,True,True
GLMUSDT_PERP.A,A,GLMUSDT,GLM,USDT,,True,True,STABLE,BASE_ASSET,True,True
MOBILEUSDT.6,6,MOBILEUSDT,MOBILE,USDT,,True,True,STABLE,BASE_ASSET,True,True
TONUSDT_PERP.A,A,TONUSDT,TON,USDT,,True,True,STABLE,BASE_ASSET,True,True
AXLUSDT_PERP.A,A,AXLUSDT,AXL,USDT,,True,True,STABLE,BASE_ASSET,True,True
MYROUSDT_PERP.A,A,MYROUSDT,MYRO,USDT,,True,True,STABLE,BASE_ASSET,True,True
METISUSDT_PERP.A,A,METISUSDT,METIS,USDT,,True,True,STABLE,BASE_ASSET,True,True
ZKUSDT.6,6,ZKUSDT,ZK,USDT,,True,True,STABLE,BASE_ASSET,True,True
BOMEUSDT_PERP.A,A,BOMEUSDT,BOME,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000APUUSDT.6,6,1000APUUSDT,1000APU,USDT,,True,True,STABLE,BASE_ASSET,True,True
VELOUSDT.6,6,VELOUSDT,VELO,USDT,,True,True,STABLE,BASE_ASSET,True,True
IOUSDT_PERP.A,A,IOUSDT,IO,USDT,,True,True,STABLE,BASE_ASSET,True,True
IOUSDT.6,6,IOUSDT,IO,USDT,,True,True,STABLE,BASE_ASSET,True,True
LISTAUSDT_PERP.A,A,LISTAUSDT,LISTA,USDT,,True,True,STABLE,BASE_ASSET,True,True
GMEUSDT.6,6,GMEUSDT,GME,USDT,,True,True,STABLE,BASE_ASSET,True,True
BLASTUSDT.6,6,BLASTUSDT,BLAST,USDT,,True,True,STABLE,BASE_ASSET,True,True
ENAUSDT_PERP.A,A,ENAUSDT,ENA,USDT,,True,True,STABLE,BASE_ASSET,True,True
DAOUSDT.6,6,DAOUSDT,DAO,USDT,,True,True,STABLE,BASE_ASSET,True,True
ENAUSDT.6,6,ENAUSDT,ENA,USDT,,True,True,STABLE,BASE_ASSET,True,True
LTOUSDT.6,6,LTOUSDT,LTO,USDT,,True,True,STABLE,BASE_ASSET,True,True
OMUSDT.6,6,OMUSDT,OM,USDT,,True,True,STABLE,BASE_ASSET,True,True
ORNUSDT.6,6,ORNUSDT,ORN,USDT,,True,True,STABLE,BASE_ASSET,True,True
SCAUSDT.6,6,SCAUSDT,SCA,USDT,,True,True,STABLE,BASE_ASSET,True,True
WUSDT.6,6,WUSDT,W,USDT,,True,True,STABLE,BASE_ASSET,True,True
WUSDT_PERP.A,A,WUSDT,W,USDT,,True,True,STABLE,BASE_ASSET,True,True
BCHUSDC_PERP.A,A,BCHUSDC,BCH,USDC,,True,True,STABLE,BASE_ASSET,True,True
WIFUSDC_PERP.A,A,WIFUSDC,WIF,USDC,,True,True,STABLE,BASE_ASSET,True,True
ZROUSDT_PERP.A,A,ZROUSDT,ZRO,USDT,,True,True,STABLE,BASE_ASSET,True,True
ZROUSDT.6,6,ZROUSDT,ZRO,USDT,,True,True,STABLE,BASE_ASSET,True,True
WIFUSD_PERP.A,A,WIFUSD_PERP,WIF,USD,,True,True,COIN,QUOTE_ASSET,True,True
10000COQUSDT.6,6,10000COQUSDT,10000COQ,USDT,,True,True,STABLE,BASE_ASSET,True,True
AEVOUSDT.6,6,AEVOUSDT,AEVO,USDT,,True,True,STABLE,BASE_ASSET,True,True
BOMEUSDT.6,6,BOMEUSDT,BOME,USDT,,True,True,STABLE,BASE_ASSET,True,True
DEGENUSDT.6,6,DEGENUSDT,DEGEN,USDT,,True,True,STABLE,BASE_ASSET,True,True
ETHFIUSDT.6,6,ETHFIUSDT,ETHFI,USDT,,True,True,STABLE,BASE_ASSET,True,True
ORCAUSDT.6,6,ORCAUSDT,ORCA,USDT,,True,True,STABLE,BASE_ASSET,True,True
POPCATUSDT.6,6,POPCATUSDT,POPCAT,USDT,,True,True,STABLE,BASE_ASSET,True,True
SLERFUSDT.6,6,SLERFUSDT,SLERF,USDT,,True,True,STABLE,BASE_ASSET,True,True
VANRYUSDT.6,6,VANRYUSDT,VANRY,USDT,,True,True,STABLE,BASE_ASSET,True,True
TNSRUSDT_PERP.A,A,TNSRUSDT,TNSR,USDT,,True,True,STABLE,BASE_ASSET,True,True
FOXYUSDT.6,6,FOXYUSDT,FOXY,USDT,,True,True,STABLE,BASE_ASSET,True,True
BOMEUSDC_PERP.A,A,BOMEUSDC,BOME,USDC,,True,True,STABLE,BASE_ASSET,True,True
FTNUSDT.6,6,FTNUSDT,FTN,USDT,,True,True,STABLE,BASE_ASSET,True,True
MOCAUSDT.6,6,MOCAUSDT,MOCA,USDT,,True,True,STABLE,BASE_ASSET,True,True
TIAUSDC_PERP.A,A,TIAUSDC,TIA,USDC,,True,True,STABLE,BASE_ASSET,True,True
SAFEUSDT.6,6,SAFEUSDT,SAFE,USDT,,True,True,STABLE,BASE_ASSET,True,True
NYANUSDT.6,6,NYANUSDT,NYAN,USDT,,True,True,STABLE,BASE_ASSET,True,True
AVAILUSDT.6,6,AVAILUSDT,AVAIL,USDT,,True,True,STABLE,BASE_ASSET,True,True
BBUSDT.6,6,BBUSDT,BB,USDT,,True,True,STABLE,BASE_ASSET,True,True
GNOUSDT.6,6,GNOUSDT,GNO,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000BEERUSDT.6,6,1000BEERUSDT,1000BEER,USDT,,True,True,STABLE,BASE_ASSET,True,True
NOTUSDT_PERP.A,A,NOTUSDT,NOT,USDT,,True,True,STABLE,BASE_ASSET,True,True
PHAUSDT.6,6,PHAUSDT,PHA,USDT,,True,True,STABLE,BASE_ASSET,True,True
10000000AIDOGEUSDT.6,6,10000000AIDOGEUSDT,10000000AIDOGE,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000000BABYDOGEUSDT.6,6,1000000BABYDOGEUSDT,1000000BABYDOGE,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000000PEIPEIUSDT.6,6,1000000PEIPEIUSDT,1000000PEIPEI,USDT,,True,True,STABLE,BASE_ASSET,True,True
MEWUSDT.6,6,MEWUSDT,MEW,USDT,,True,True,STABLE,BASE_ASSET,True,True
NOTUSDT.6,6,NOTUSDT,NOT,USDT,,True,True,STABLE,BASE_ASSET,True,True
SPECUSDT.6,6,SPECUSDT,SPEC,USDT,,True,True,STABLE,BASE_ASSET,True,True
DOP1USDT.6,6,DOP1USDT,DOP,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000000MOGUSDT.6,6,1000000MOGUSDT,1000000MOG,USDT,,True,True,STABLE,BASE_ASSET,True,True
XCHUSDT.6,6,XCHUSDT,XCH,USDT,,True,True,STABLE,BASE_ASSET,True,True
REZUSDT.6,6,REZUSDT,REZ,USDT,,True,True,STABLE,BASE_ASSET,True,True
ETHBTCUSDT.6,6,ETHBTCUSDT,ETHBTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
PONKEUSDT.6,6,PONKEUSDT,PONKE,USDT,,True,True,STABLE,BASE_ASSET,True,True
CRVUSDC_PERP.A,A,CRVUSDC,CRV,USDC,,True,True,STABLE,BASE_ASSET,True,True
MAPOUSDT.6,6,MAPOUSDT,MAPO,USDT,,True,True,STABLE,BASE_ASSET,True,True
ENAUSDC_PERP.A,A,ENAUSDC,ENA,USDC,,True,True,STABLE,BASE_ASSET,True,True
PENGUSDT.6,6,PENGUSDT,PENG,USDT,,True,True,STABLE,BASE_ASSET,True,True
ETHFIUSDC_PERP.A,A,ETHFIUSDC,ETHFI,USDC,,True,True,STABLE,BASE_ASSET,True,True
