symbol,exchange,symbol_on_exchange,base_asset,quote_asset,expire_at,has_buy_sell_data,is_perpetual,margined,oi_lq_vol_denominated_in,has_long_short_ratio_data,has_ohlcv_data
ZRXUSDT_PERP.A,A,ZRXUSDT,ZRX,USDT,,True,True,STABLE,BASE_ASSET,True,True
HFTUSDT.6,6,HFTUSDT,HFT,USDT,,True,True,STABLE,BASE_ASSET,True,True
FLMUSDT_PERP.A,A,FLMUSDT,FLM,USDT,,True,True,STABLE,BASE_ASSET,True,True
CVXUSDT.6,6,CVXUSDT,CVX,USDT,,True,True,STABLE,BASE_ASSET,True,True
FTMUSDT_PERP.A,A,FTMUSDT,FTM,USDT,,True,True,STABLE,BASE_ASSET,True,True
OPUSDT_PERP.A,A,OPUSDT,OP,USDT,,True,True,STABLE,BASE_ASSET,True,True
ORDIUSDT.6,6,ORDIUSDT,ORDI,USDT,,True,True,STABLE,BASE_ASSET,True,True
UNIUSDT_PERP.A,A,UNIUSDT,UNI,USDT,,True,True,STABLE,BASE_ASSET,True,True
SKLUSDT_PERP.A,A,SKLUSDT,SKL,USDT,,True,True,STABLE,BASE_ASSET,True,True
TRBUSDT_PERP.A,A,TRBUSDT,TRB,USDT,,True,True,STABLE,BASE_ASSET,True,True
SUNUSDT_PERP.A,A,SUNUSDT,SUN,USDT,,True,True,STABLE,BASE_ASSET,True,True
TRXUSDT_PERP.A,A,TRXUSDT,TRX,USDT,,True,True,STABLE,BASE_ASSET,True,True
BNBUSDT_PERP.A,A,BNBUSDT,BNB,USDT,,True,True,STABLE,BASE_ASSET,True,True
XRPUSDT_PERP.A,A,XRPUSDT,XRP,USDT,,True,True,STABLE,BASE_ASSET,True,True
NEOUSDT_PERP.A,A,NEOUSDT,NEO,USDT,,True,True,STABLE,BASE_ASSET,True,True
EOSUSDT_PERP.A,A,EOSUSDT,EOS,USDT,,True,True,STABLE,BASE_ASSET,True,True
ETCUSDT_PERP.A,A,ETCUSDT,ETC,USDT,,True,True,STABLE,BASE_ASSET,True,True
BTCUSDT_PERP.A,A,BTCUSDT,BTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
LTCUSDT_PERP.A,A,LTCUSDT,LTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
XLMUSDT_PERP.A,A,XLMUSDT,XLM,USDT,,True,True,STABLE,BASE_ASSET,True,True
IDEXUSDT.6,6,IDEXUSDT,IDEX,USDT,,True,True,STABLE,BASE_ASSET,True,True
ENSUSDT.6,6,ENSUSDT,ENS,USDT,,True,True,STABLE,BASE_ASSET,True,True
IOTXUSDT.6,6,IOTXUSDT,IOTX,USDT,,True,True,STABLE,BASE_ASSET,True,True
ETHBTC_PERP.A,A,ETHBTC,ETH,BTC,,True,True,STABLE,BASE_ASSET,True,True
LINKUSDT_PERP.A,A,LINKUSDT,LINK,USDT,,True,True,STABLE,BASE_ASSET,True,True
ETHUSDT_PERP.A,A,ETHUSDT,ETH,USDT,,True,True,STABLE,BASE_ASSET,True,True
BCHUSDT_PERP.A,A,BCHUSDT,BCH,USDT,,True,True,STABLE,BASE_ASSET,True,True
ADAUSDT_PERP.A,A,ADAUSDT,ADA,USDT,,True,True,STABLE,BASE_ASSET,True,True
XMRUSDT_PERP.A,A,XMRUSDT,XMR,USDT,,True,True,STABLE,BASE_ASSET,True,True
DASHUSDT_PERP.A,A,DASHUSDT,DASH,USDT,,True,True,STABLE,BASE_ASSET,True,True
ZECUSDT_PERP.A,A,ZECUSDT,ZEC,USDT,,True,True,STABLE,BASE_ASSET,True,True
ONTUSDT_PERP.A,A,ONTUSDT,ONT,USDT,,True,True,STABLE,BASE_ASSET,True,True
ATOMUSDT_PERP.A,A,ATOMUSDT,ATOM,USDT,,True,True,STABLE,BASE_ASSET,True,True
NFPUSDT.6,6,NFPUSDT,NFP,USDT,,True,True,STABLE,BASE_ASSET,True,True
XTZUSDT_PERP.A,A,XTZUSDT,XTZ,USDT,,True,True,STABLE,BASE_ASSET,True,True
IOTAUSDT_PERP.A,A,IOTAUSDT,IOTA,USDT,,True,True,STABLE,BASE_ASSET,True,True
BATUSDT_PERP.A,A,BATUSDT,BAT,USDT,,True,True,STABLE,BASE_ASSET,True,True
TAOUSDT.6,6,TAOUSDT,TAO,USDT,,True,True,STABLE,BASE_ASSET,True,True
VETUSDT_PERP.A,A,VETUSDT,VET,USDT,,True,True,STABLE,BASE_ASSET,True,True
MOTHERUSDT.6,6,MOTHERUSDT,MOTHER,USDT,,True,True,STABLE,BASE_ASSET,True,True
QTUMUSDT_PERP.A,A,QTUMUSDT,QTUM,USDT,,True,True,STABLE,BASE_ASSET,True,True
RDNTUSDT.6,6,RDNTUSDT,RDNT,USDT,,True,True,STABLE,BASE_ASSET,True,True
IOSTUSDT_PERP.A,A,IOSTUSDT,IOST,USDT,,True,True,STABLE,BASE_ASSET,True,True
THETAUSDT_PERP.A,A,THETAUSDT,THETA,USDT,,True,True,STABLE,BASE_ASSET,True,True
DARUSDT.6,6,DARUSDT,DAR,USDT,,True,True,STABLE,BASE_ASSET,True,True
GFTUSDT.6,6,GFTUSDT,GFT,USDT,,True,True,STABLE,BASE_ASSET,True,True
SUSHIUSDT_PERP.A,A,SUSHIUSDT,SUSHI,USDT,,True,True,STABLE,BASE_ASSET,True,True
COMPUSDT_PERP.A,A,COMPUSDT,COMP,USDT,,True,True,STABLE,BASE_ASSET,True,True
RUNEUSDT_PERP.A,A,RUNEUSDT,RUNE,USDT,,True,True,STABLE,BASE_ASSET,True,True
OSMOUSDT.6,6,OSMOUSDT,OSMO,USDT,,True,True,STABLE,BASE_ASSET,True,True
MOVRUSDT.6,6,MOVRUSDT,MOVR,USDT,,True,True,STABLE,BASE_ASSET,True,True
EOSUSD.6,6,EOSUSD,EOS,USD,,True,True,COIN,QUOTE_ASSET,True,True
XRPUSD.6,6,XRPUSD,XRP,USD,,True,True,COIN,QUOTE_ASSET,True,True
DOTUSDT_PERP.A,A,DOTUSDT,DOT,USDT,,True,True,STABLE,BASE_ASSET,True,True
DOTUSD.6,6,DOTUSD,DOT,USD,,True,True,COIN,QUOTE_ASSET,True,True
XTZUSDT.6,6,XTZUSDT,XTZ,USDT,,True,True,STABLE,BASE_ASSET,True,True
LTCUSDT.6,6,LTCUSDT,LTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
LINKUSDT.6,6,LINKUSDT,LINK,USDT,,True,True,STABLE,BASE_ASSET,True,True
GASUSDT.6,6,GASUSDT,GAS,USDT,,True,True,STABLE,BASE_ASSET,True,True
FILUSDT_PERP.A,A,FILUSDT,FIL,USDT,,True,True,STABLE,BASE_ASSET,True,True
AAVEUSDT_PERP.A,A,AAVEUSDT,AAVE,USDT,,True,True,STABLE,BASE_ASSET,True,True
NFPUSDT_PERP.A,A,NFPUSDT,NFP,USDT,,True,True,STABLE,BASE_ASSET,True,True
NEOUSDT.6,6,NEOUSDT,NEO,USDT,,True,True,STABLE,BASE_ASSET,True,True
UNFIUSDT_PERP.A,A,UNFIUSDT,UNFI,USDT,,True,True,STABLE,BASE_ASSET,True,True
AVAXUSDT.6,6,AVAXUSDT,AVAX,USDT,,True,True,STABLE,BASE_ASSET,True,True
FTMUSDT.6,6,FTMUSDT,FTM,USDT,,True,True,STABLE,BASE_ASSET,True,True
GRTUSDT_PERP.A,A,GRTUSDT,GRT,USDT,,True,True,STABLE,BASE_ASSET,True,True
USDCUSDT.6,6,USDCUSDT,USDC,USDT,,True,True,STABLE,BASE_ASSET,True,True
DEFIUSDT_PERP.A,A,DEFIUSDT,DEFIB,USDT,,True,True,STABLE,BASE_ASSET,True,True
ALGOUSDT.6,6,ALGOUSDT,ALGO,USDT,,True,True,STABLE,BASE_ASSET,True,True
NEARUSDT.6,6,NEARUSDT,NEAR,USDT,,True,True,STABLE,BASE_ASSET,True,True
GTCUSDT_PERP.A,A,GTCUSDT,GTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
YFIUSDT_PERP.A,A,YFIUSDT,YFI,USDT,,True,True,STABLE,BASE_ASSET,True,True
ADAUSDT.6,6,ADAUSDT,ADA,USDT,,True,True,STABLE,BASE_ASSET,True,True
DOTUSDT.6,6,DOTUSDT,DOT,USDT,,True,True,STABLE,BASE_ASSET,True,True
UNIUSDT.6,6,UNIUSDT,UNI,USDT,,True,True,STABLE,BASE_ASSET,True,True
1CATUSDT.6,6,1CATUSDT,1CAT,USDT,,True,True,STABLE,BASE_ASSET,True,True
1MBABYDOGEUSDT_PERP.A,A,1MBABYDOGEUSDT,1MBABYDOGE,USDT,,True,True,STABLE,BASE_ASSET,True,True
VETUSDT.6,6,VETUSDT,VET,USDT,,True,True,STABLE,BASE_ASSET,True,True
CELRUSDT.6,6,CELRUSDT,CELR,USDT,,True,True,STABLE,BASE_ASSET,True,True
CRVUSDT.6,6,CRVUSDT,CRV,USDT,,True,True,STABLE,BASE_ASSET,True,True
DRIFTUSDT.6,6,DRIFTUSDT,DRIFT,USDT,,True,True,STABLE,BASE_ASSET,True,True
HBARUSDT.6,6,HBARUSDT,HBAR,USDT,,True,True,STABLE,BASE_ASSET,True,True
ONEUSDT.6,6,ONEUSDT,ONE,USDT,,True,True,STABLE,BASE_ASSET,True,True
SILLYUSDT.6,6,SILLYUSDT,SILLY,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000PEPEUSDC_PERP.A,A,1000PEPEUSDC,1000PEPE,USDC,,True,True,STABLE,BASE_ASSET,True,True
QUICKUSDT.6,6,QUICKUSDT,QUICK,USDT,,True,True,STABLE,BASE_ASSET,True,True
ALICEUSDT.6,6,ALICEUSDT,ALICE,USDT,,True,True,STABLE,BASE_ASSET,True,True
FLOWUSDT_PERP.A,A,FLOWUSDT,FLOW,USDT,,True,True,STABLE,BASE_ASSET,True,True
RLCUSDT.6,6,RLCUSDT,RLC,USDT,,True,True,STABLE,BASE_ASSET,True,True
LRCUSDT_PERP.A,A,LRCUSDT,LRC,USDT,,True,True,STABLE,BASE_ASSET,True,True
SOLUSDT_PERP.A,A,SOLUSDT,SOL,USDT,,True,True,STABLE,BASE_ASSET,True,True
ATOMUSDT.6,6,ATOMUSDT,ATOM,USDT,,True,True,STABLE,BASE_ASSET,True,True
EGLDUSDT_PERP.A,A,EGLDUSDT,EGLD,USDT,,True,True,STABLE,BASE_ASSET,True,True
AXSUSDT.6,6,AXSUSDT,AXS,USDT,,True,True,STABLE,BASE_ASSET,True,True
COMPUSDT.6,6,COMPUSDT,COMP,USDT,,True,True,STABLE,BASE_ASSET,True,True
THETAUSDT.6,6,THETAUSDT,THETA,USDT,,True,True,STABLE,BASE_ASSET,True,True
XLMUSDT.6,6,XLMUSDT,XLM,USDT,,True,True,STABLE,BASE_ASSET,True,True
BNBUSDT.6,6,BNBUSDT,BNB,USDT,,True,True,STABLE,BASE_ASSET,True,True
ICXUSDT_PERP.A,A,ICXUSDT,ICX,USDT,,True,True,STABLE,BASE_ASSET,True,True
IMXUSDT_PERP.A,A,IMXUSDT,IMX,USDT,,True,True,STABLE,BASE_ASSET,True,True
AAVEUSDT.6,6,AAVEUSDT,AAVE,USDT,,True,True,STABLE,BASE_ASSET,True,True
SUSHIUSDT.6,6,SUSHIUSDT,SUSHI,USDT,,True,True,STABLE,BASE_ASSET,True,True
XEMUSDT.6,6,XEMUSDT,XEM,USDT,,True,True,STABLE,BASE_ASSET,True,True
XRPUSDT.6,6,XRPUSDT,XRP,USDT,,True,True,STABLE,BASE_ASSET,True,True
DYDXUSDT.6,6,DYDXUSDT,DYDX,USDT,,True,True,STABLE,BASE_ASSET,True,True
ENJUSDT.6,6,ENJUSDT,ENJ,USDT,,True,True,STABLE,BASE_ASSET,True,True
MONUSDT.6,6,MONUSDT,MON,USDT,,True,True,STABLE,BASE_ASSET,True,True
DOGSUSD_PERP.A,A,DOGSUSD_PERP,DOGS,USD,,True,True,COIN,QUOTE_ASSET,True,True
1000NEIROCTOUSDT.6,6,1000NEIROCTOUSDT,1000NEIROCTO,USDT,,True,True,STABLE,BASE_ASSET,True,True
MAGICUSDT.6,6,MAGICUSDT,MAGIC,USDT,,True,True,STABLE,BASE_ASSET,True,True
SANDUSDT.6,6,SANDUSDT,SAND,USDT,,True,True,STABLE,BASE_ASSET,True,True
BAKEUSDT.6,6,BAKEUSDT,BAKE,USDT,,True,True,STABLE,BASE_ASSET,True,True
AERGOUSDT_PERP.A,A,AERGOUSDT,AERGO,USDT,,True,True,STABLE,BASE_ASSET,True,True
BSWUSDT_PERP.A,A,BSWUSDT,BSW,USDT,,True,True,STABLE,BASE_ASSET,True,True
HOOKUSDT.6,6,HOOKUSDT,HOOK,USDT,,True,True,STABLE,BASE_ASSET,True,True
ROSEUSDT_PERP.A,A,ROSEUSDT,ROSE,USDT,,True,True,STABLE,BASE_ASSET,True,True
POLUSDT.6,6,POLUSDT,POL,USDT,,True,True,STABLE,BASE_ASSET,True,True
CKBUSDT_PERP.A,A,CKBUSDT,CKB,USDT,,True,True,STABLE,BASE_ASSET,True,True
OGNUSDT_PERP.A,A,OGNUSDT,OGN,USDT,,True,True,STABLE,BASE_ASSET,True,True
BELUSDT_PERP.A,A,BELUSDT,BEL,USDT,,True,True,STABLE,BASE_ASSET,True,True
ASTRUSDT.6,6,ASTRUSDT,ASTR,USDT,,True,True,STABLE,BASE_ASSET,True,True
AXSUSDT_PERP.A,A,AXSUSDT,AXS,USDT,,True,True,STABLE,BASE_ASSET,True,True
SPELLUSDT_PERP.A,A,SPELLUSDT,SPELL,USDT,,True,True,STABLE,BASE_ASSET,True,True
MASKUSDT_PERP.A,A,MASKUSDT,MASK,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000LUNCUSDT.6,6,1000LUNCUSDT,1000LUNC,USDT,,True,True,STABLE,BASE_ASSET,True,True
ALPHAUSDT_PERP.A,A,ALPHAUSDT,ALPHA,USDT,,True,True,STABLE,BASE_ASSET,True,True
FDUSDUSDT.6,6,FDUSDUSDT,FDUSD,USDT,,True,True,STABLE,BASE_ASSET,True,True
ZENUSDT_PERP.A,A,ZENUSDT,ZEN,USDT,,True,True,STABLE,BASE_ASSET,True,True
EDUUSDT.6,6,EDUUSDT,EDU,USDT,,True,True,STABLE,BASE_ASSET,True,True
ORBSUSDT_PERP.A,A,ORBSUSDT,ORBS,USDT,,True,True,STABLE,BASE_ASSET,True,True
ONTUSDT.6,6,ONTUSDT,ONT,USDT,,True,True,STABLE,BASE_ASSET,True,True
RIFUSDT.6,6,RIFUSDT,RIF,USDT,,True,True,STABLE,BASE_ASSET,True,True
LDOUSDT_PERP.A,A,LDOUSDT,LDO,USDT,,True,True,STABLE,BASE_ASSET,True,True
BAKEUSDT_PERP.A,A,BAKEUSDT,BAKE,USDT,,True,True,STABLE,BASE_ASSET,True,True
ZKUSDT_PERP.A,A,ZKUSDT,ZK,USDT,,True,True,STABLE,BASE_ASSET,True,True
1INCHUSDT_PERP.A,A,1INCHUSDT,1INCH,USDT,,True,True,STABLE,BASE_ASSET,True,True
LINAUSDT_PERP.A,A,LINAUSDT,LINA,USDT,,True,True,STABLE,BASE_ASSET,True,True
FLMUSDT.6,6,FLMUSDT,FLM,USDT,,True,True,STABLE,BASE_ASSET,True,True
BLZUSDT.6,6,BLZUSDT,BLZ,USDT,,True,True,STABLE,BASE_ASSET,True,True
PIRATEUSDT.6,6,PIRATEUSDT,PIRATE,USDT,,True,True,STABLE,BASE_ASSET,True,True
FXSUSDT.6,6,FXSUSDT,FXS,USDT,,True,True,STABLE,BASE_ASSET,True,True
HIGHUSDT.6,6,HIGHUSDT,HIGH,USDT,,True,True,STABLE,BASE_ASSET,True,True
SYNUSDT_PERP.A,A,SYNUSDT,SYN,USDT,,True,True,STABLE,BASE_ASSET,True,True
TRXUSDT.6,6,TRXUSDT,TRX,USDT,,True,True,STABLE,BASE_ASSET,True,True
TRUUSDT_PERP.A,A,TRUUSDT,TRU,USDT,,True,True,STABLE,BASE_ASSET,True,True
CELOUSDT_PERP.A,A,CELOUSDT,CELO,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000LUNCUSDT_PERP.A,A,1000LUNCUSDT,1000LUNC,USDT,,True,True,STABLE,BASE_ASSET,True,True
GALAUSDT_PERP.A,A,GALAUSDT,GALA,USDT,,True,True,STABLE,BASE_ASSET,True,True
DENTUSDT.6,6,DENTUSDT,DENT,USDT,,True,True,STABLE,BASE_ASSET,True,True
ROSEUSDT.6,6,ROSEUSDT,ROSE,USDT,,True,True,STABLE,BASE_ASSET,True,True
EOSUSDT.6,6,EOSUSDT,EOS,USDT,,True,True,STABLE,BASE_ASSET,True,True
ETCUSDT.6,6,ETCUSDT,ETC,USDT,,True,True,STABLE,BASE_ASSET,True,True
XMRUSDT.6,6,XMRUSDT,XMR,USDT,,True,True,STABLE,BASE_ASSET,True,True
FILUSDT.6,6,FILUSDT,FIL,USDT,,True,True,STABLE,BASE_ASSET,True,True
PERPUSDT_PERP.A,A,PERPUSDT,PERP,USDT,,True,True,STABLE,BASE_ASSET,True,True
SOLUSDT.6,6,SOLUSDT,SOL,USDT,,True,True,STABLE,BASE_ASSET,True,True
CELRUSDT_PERP.A,A,CELRUSDT,CELR,USDT,,True,True,STABLE,BASE_ASSET,True,True
GMXUSDT_PERP.A,A,GMXUSDT,GMX,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000PEPEUSDT_PERP.A,A,1000PEPEUSDT,1000PEPE,USDT,,True,True,STABLE,BASE_ASSET,True,True
ZKJUSDT.6,6,ZKJUSDT,ZKJ,USDT,,True,True,STABLE,BASE_ASSET,True,True
REEFUSDT_PERP.A,A,REEFUSDT,REEF,USDT,,True,True,STABLE,BASE_ASSET,True,True
ANKRUSDT_PERP.A,A,ANKRUSDT,ANKR,USDT,,True,True,STABLE,BASE_ASSET,True,True
CHZUSDT_PERP.A,A,CHZUSDT,CHZ,USDT,,True,True,STABLE,BASE_ASSET,True,True
CVCUSDT.6,6,CVCUSDT,CVC,USDT,,True,True,STABLE,BASE_ASSET,True,True
FLRUSDT.6,6,FLRUSDT,FLR,USDT,,True,True,STABLE,BASE_ASSET,True,True
LRCUSDT.6,6,LRCUSDT,LRC,USDT,,True,True,STABLE,BASE_ASSET,True,True
LPTUSDT_PERP.A,A,LPTUSDT,LPT,USDT,,True,True,STABLE,BASE_ASSET,True,True
BLURUSDT_PERP.A,A,BLURUSDT,BLUR,USDT,,True,True,STABLE,BASE_ASSET,True,True
GRTUSDT.6,6,GRTUSDT,GRT,USDT,,True,True,STABLE,BASE_ASSET,True,True
REQUSDT.6,6,REQUSDT,REQ,USDT,,True,True,STABLE,BASE_ASSET,True,True
DOGEUSDC_PERP.A,A,DOGEUSDC,DOGE,USDC,,True,True,STABLE,BASE_ASSET,True,True
ALICEUSDT_PERP.A,A,ALICEUSDT,ALICE,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000SHIBUSDT_PERP.A,A,1000SHIBUSDT,1000SHIB,USDT,,True,True,STABLE,BASE_ASSET,True,True
SANDUSDT_PERP.A,A,SANDUSDT,SAND,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000BONKUSDT.6,6,1000BONKUSDT,1000BONK,USDT,,True,True,STABLE,BASE_ASSET,True,True
RSRUSDT.6,6,RSRUSDT,RSR,USDT,,True,True,STABLE,BASE_ASSET,True,True
OMGUSDT.6,6,OMGUSDT,OMG,USDT,,True,True,STABLE,BASE_ASSET,True,True
RVNUSDT_PERP.A,A,RVNUSDT,RVN,USDT,,True,True,STABLE,BASE_ASSET,True,True
GMTUSDT_PERP.A,A,GMTUSDT,GMT,USDT,,True,True,STABLE,BASE_ASSET,True,True
EDUUSDT_PERP.A,A,EDUUSDT,EDU,USDT,,True,True,STABLE,BASE_ASSET,True,True
SUPERUSDT.6,6,SUPERUSDT,SUPER,USDT,,True,True,STABLE,BASE_ASSET,True,True
CHZUSDT.6,6,CHZUSDT,CHZ,USDT,,True,True,STABLE,BASE_ASSET,True,True
A8USDT.6,6,A8USDT,A8,USDT,,True,True,STABLE,BASE_ASSET,True,True
SFPUSDT_PERP.A,A,SFPUSDT,SFP,USDT,,True,True,STABLE,BASE_ASSET,True,True
LITUSDT_PERP.A,A,LITUSDT,LIT,USDT,,True,True,STABLE,BASE_ASSET,True,True
IDUSDT_PERP.A,A,IDUSDT,ID,USDT,,True,True,STABLE,BASE_ASSET,True,True
XEMUSDT_PERP.A,A,XEMUSDT,XEM,USDT,,True,True,STABLE,BASE_ASSET,True,True
QUICKUSDT_PERP.A,A,QUICKUSDT,QUICK,USDT,,True,True,STABLE,BASE_ASSET,True,True
KSMUSDT.6,6,KSMUSDT,KSM,USDT,,True,True,STABLE,BASE_ASSET,True,True
SCUSDT.6,6,SCUSDT,SC,USDT,,True,True,STABLE,BASE_ASSET,True,True
KDAUSDT.6,6,KDAUSDT,KDA,USDT,,True,True,STABLE,BASE_ASSET,True,True
ATAUSDT_PERP.A,A,ATAUSDT,ATA,USDT,,True,True,STABLE,BASE_ASSET,True,True
HOTUSDT_PERP.A,A,HOTUSDT,HOT,USDT,,True,True,STABLE,BASE_ASSET,True,True
STMXUSDT_PERP.A,A,STMXUSDT,STMX,USDT,,True,True,STABLE,BASE_ASSET,True,True
C98USDT_PERP.A,A,C98USDT,C98,USDT,,True,True,STABLE,BASE_ASSET,True,True
PAXGUSDT.6,6,PAXGUSDT,PAXG,USDT,,True,True,STABLE,BASE_ASSET,True,True
ARUSDT_PERP.A,A,ARUSDT,AR,USDT,,True,True,STABLE,BASE_ASSET,True,True
MANAUSDT_PERP.A,A,MANAUSDT,MANA,USDT,,True,True,STABLE,BASE_ASSET,True,True
ONEUSDT_PERP.A,A,ONEUSDT,ONE,USDT,,True,True,STABLE,BASE_ASSET,True,True
HBARUSDT_PERP.A,A,HBARUSDT,HBAR,USDT,,True,True,STABLE,BASE_ASSET,True,True
ARBUSDT.6,6,ARBUSDT,ARB,USDT,,True,True,STABLE,BASE_ASSET,True,True
CHRUSDT_PERP.A,A,CHRUSDT,CHR,USDT,,True,True,STABLE,BASE_ASSET,True,True
IOSTUSDT.6,6,IOSTUSDT,IOST,USDT,,True,True,STABLE,BASE_ASSET,True,True
ARBUSDT_PERP.A,A,ARBUSDT,ARB,USDT,,True,True,STABLE,BASE_ASSET,True,True
DYDXUSDT_PERP.A,A,DYDXUSDT,DYDX,USDT,,True,True,STABLE,BASE_ASSET,True,True
GTCUSDT.6,6,GTCUSDT,GTC,USDT,,True,True,STABLE,BASE_ASSET,True,True
CHESSUSDT.6,6,CHESSUSDT,CHESS,USDT,,True,True,STABLE,BASE_ASSET,True,True
LITUSDT.6,6,LITUSDT,LIT,USDT,,True,True,STABLE,BASE_ASSET,True,True
RUNEUSDT.6,6,RUNEUSDT,RUNE,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000FLOKIUSDT.6,6,1000FLOKIUSDT,1000FLOKI,USDT,,True,True,STABLE,BASE_ASSET,True,True
SSVUSDT_PERP.A,A,SSVUSDT,SSV,USDT,,True,True,STABLE,BASE_ASSET,True,True
ARUSDT.6,6,ARUSDT,AR,USDT,,True,True,STABLE,BASE_ASSET,True,True
KEYUSDT_PERP.A,A,KEYUSDT,KEY,USDT,,True,True,STABLE,BASE_ASSET,True,True
GMTUSDT.6,6,GMTUSDT,GMT,USDT,,True,True,STABLE,BASE_ASSET,True,True
COTIUSDT_PERP.A,A,COTIUSDT,COTI,USDT,,True,True,STABLE,BASE_ASSET,True,True
KNCUSDT.6,6,KNCUSDT,KNC,USDT,,True,True,STABLE,BASE_ASSET,True,True
OGNUSDT.6,6,OGNUSDT,OGN,USDT,,True,True,STABLE,BASE_ASSET,True,True
CHRUSDT.6,6,CHRUSDT,CHR,USDT,,True,True,STABLE,BASE_ASSET,True,True
LPTUSDT.6,6,LPTUSDT,LPT,USDT,,True,True,STABLE,BASE_ASSET,True,True
QTUMUSDT.6,6,QTUMUSDT,QTUM,USDT,,True,True,STABLE,BASE_ASSET,True,True
TAOUSDT_PERP.A,A,TAOUSDT,TAO,USDT,,True,True,STABLE,BASE_ASSET,True,True
DENTUSDT_PERP.A,A,DENTUSDT,DENT,USDT,,True,True,STABLE,BASE_ASSET,True,True
ETHFIUSDT_PERP.A,A,ETHFIUSDT,ETHFI,USDT,,True,True,STABLE,BASE_ASSET,True,True
COMBOUSDT_PERP.A,A,COMBOUSDT,COMBO,USDT,,True,True,STABLE,BASE_ASSET,True,True
REZUSDT_PERP.A,A,REZUSDT,REZ,USDT,,True,True,STABLE,BASE_ASSET,True,True
NKNUSDT_PERP.A,A,NKNUSDT,NKN,USDT,,True,True,STABLE,BASE_ASSET,True,True
SNXUSDT.6,6,SNXUSDT,SNX,USDT,,True,True,STABLE,BASE_ASSET,True,True
ICPUSDT.6,6,ICPUSDT,ICP,USDT,,True,True,STABLE,BASE_ASSET,True,True
IOTXUSDT_PERP.A,A,IOTXUSDT,IOTX,USDT,,True,True,STABLE,BASE_ASSET,True,True
DASHUSDT.6,6,DASHUSDT,DASH,USDT,,True,True,STABLE,BASE_ASSET,True,True
BTCDOMUSDT_PERP.A,A,BTCDOMUSDT,BTCDOM,USDT,,True,True,STABLE,BASE_ASSET,True,True
SPELLUSDT.6,6,SPELLUSDT,SPELL,USDT,,True,True,STABLE,BASE_ASSET,True,True
CTSIUSDT_PERP.A,A,CTSIUSDT,CTSI,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000XECUSDT_PERP.A,A,1000XECUSDT,1000XEC,USDT,,True,True,STABLE,BASE_ASSET,True,True
AMBUSDT.6,6,AMBUSDT,AMB,USDT,,True,True,STABLE,BASE_ASSET,True,True
LEVERUSDT.6,6,LEVERUSDT,LEVER,USDT,,True,True,STABLE,BASE_ASSET,True,True
SLPUSDT.6,6,SLPUSDT,SLP,USDT,,True,True,STABLE,BASE_ASSET,True,True
KAVAUSDT.6,6,KAVAUSDT,KAVA,USDT,,True,True,STABLE,BASE_ASSET,True,True
ONDOUSDT.6,6,ONDOUSDT,ONDO,USDT,,True,True,STABLE,BASE_ASSET,True,True
KEYUSDT.6,6,KEYUSDT,KEY,USDT,,True,True,STABLE,BASE_ASSET,True,True
ENSUSDT_PERP.A,A,ENSUSDT,ENS,USDT,,True,True,STABLE,BASE_ASSET,True,True
SUNUSDT.6,6,SUNUSDT,SUN,USDT,,True,True,STABLE,BASE_ASSET,True,True
XNOUSDT.6,6,XNOUSDT,XNO,USDT,,True,True,STABLE,BASE_ASSET,True,True
LQTYUSDT_PERP.A,A,LQTYUSDT,LQTY,USDT,,True,True,STABLE,BASE_ASSET,True,True
JSTUSDT.6,6,JSTUSDT,JST,USDT,,True,True,STABLE,BASE_ASSET,True,True
VIDTUSDT_PERP.A,A,VIDTUSDT,VIDT,USDT,,True,True,STABLE,BASE_ASSET,True,True
KLAYUSDT_PERP.A,A,KLAYUSDT,KLAY,USDT,,True,True,STABLE,BASE_ASSET,True,True
JOEUSDT.6,6,JOEUSDT,JOE,USDT,,True,True,STABLE,BASE_ASSET,True,True
SUIUSD_PERP.A,A,SUIUSD_PERP,SUI,USD,,True,True,COIN,QUOTE_ASSET,True,True
ARPAUSDT_PERP.A,A,ARPAUSDT,ARPA,USDT,,True,True,STABLE,BASE_ASSET,True,True
1000BTTUSDT.6,6,1000BTTUSDT,1000BTT,USDT,,True,True,STABLE,BASE_ASSET,True,True
STORJUSDT.6,6,STORJUSDT,STORJ,USDT,,True,True,STABLE,BASE_ASSET,True,True
TURBOUSDT_PERP.A,A,TURBOUSDT,TURBO,USDT,,True,True,STABLE,BASE_ASSET,True,True
JOEUSDT_PERP.A,A,JOEUSDT,JOE,USDT,,True,True,STABLE,BASE_ASSET,True,True
TLMUSDT.6,6,TLMUSDT,TLM,USDT,,True,True,STABLE,BASE_ASSET,True,True
